"","NK cells","T cells","Monocytes","B cells"
"Monocytes_PB27",0.00759504095548409,0.671373714196816,0.26082321458022,0.0602080302674794
"Monocytes_PB28",0.00234250640303305,0.489970171472524,0.449792081468577,0.0578952406558658
"B cells_PB29",0.0203550093316949,0.213812117149208,0.234664978532147,0.531167894986951
"NK cells_PB30",0.104237620457241,0.501395564955661,0.370497961560906,0.0238688530261925
"B cells_PB31",0.0110825360584083,0.272380378559221,0.218988622672577,0.497548462709794
"T cells_PB32",0.0519072513397843,0.253357117546508,0.525529113431403,0.169206517682305
"NK cells_PB33",0.101377385153184,0.523257808307837,0.333698568023248,0.0416662385157307
"T cells_PB34",0.00249239142248004,0.828521930479065,0.165728331832655,0.00325734626579948
"Monocytes_PB35",0.00340486612627269,0.203671001644119,0.792924132229608,0
"NK cells_PB36",0.563723762569869,0.272254275929663,0.160828551972638,0.00319340952783027
"NK cells_PB37",0.276607101042817,0.442692357091462,0.256535830031316,0.0241647118344041
"T cells_PB38",0.0835917659035595,0.195753387299924,0.590996876341196,0.12965797045532
"NK cells_PB39",0.472576954787067,0.364252327271044,0.157786533215649,0.00538418472624049
"NK cells_PB40",0.349911785463421,0.407892978263475,0.216713070187337,0.0254821660857676
"Monocytes_PB41",0.00335243072015449,0.690395888795464,0.20265508213974,0.103596598344641
"T cells_PB42",0.00810496655828145,0.539081940217652,0.384761564206574,0.0680515290174924
"B cells_PB43",0.00147237001048817,0.591638410510569,0.344177713579626,0.0627115058993165
"Monocytes_PB44",0.000519854290170994,0.294032523218875,0.705447622490954,0
"NK cells_PB45",0.281612496151528,0.425269932655014,0.244850913360043,0.0482666578334155
"B cells_PB46",0,0.251552973912805,0.190342368432283,0.558104657654912
"NK cells_PB47",0.259425093273648,0.455809235187323,0.239895586977523,0.0448700845615056
"Monocytes_PB48",0.00286723504988636,0.492047447514002,0.49592076562503,0.00916455181108142
"Monocytes_PB49",0.000745860642765236,0.479060630533177,0.491033622537035,0.0291598862870227
"NK cells_PB50",0.22110174743015,0.482221694354704,0.269124882353365,0.0275516758617808
"T cells_PB51",0.00175069996191776,0.832636953723884,0.151995686965747,0.0136166593484512
"Monocytes_PB52",0.00825279944040656,0.335104510497728,0.652197958948975,0.00444473111288954
"Monocytes_PB53",0.00223049955775183,0.243498638022456,0.754270862419792,0
"NK cells_PB54",0.615050998346711,0.26838718571097,0.112506720463814,0.00405509547850456
"Monocytes_PB55",0.00708009854448176,0.440744080391787,0.517259649854019,0.0349161712097126
"B cells_PB56",0,0.171960949098068,0.10730565703435,0.720733393867582
"NK cells_PB57",0.12486395011206,0.5348581759635,0.28563520848038,0.0546426654440589
