"","NK cells","T cells","Monocytes","B cells"
"Monocytes_PB202",0.0123957604853909,0.670552551045064,0.0690125826520428,0.248039105817503
"NK cells_PB203",0.153563540479174,0.533077608981432,0.220071671737409,0.0932871788019857
"T cells_PB204",3.2184692186464e-07,0.78854371294532,0.113076677100524,0.0983792881072339
"T cells_PB205",0.0113558993358189,0.583722374219497,0.197550327558379,0.207371398886305
"NK cells_PB206",0.0520488911696302,0.561563921656796,0.269342475104819,0.117044712068755
"NK cells_PB207",0.101495028506209,0.467805439818998,0.217615990832759,0.213083540842034
"NK cells_PB208",0.432621756531664,0.439168715336584,0.0839139256657005,0.0442956024660512
"T cells_PB209",0.0440026669722298,0.316001752602091,0.464392005878764,0.175603574546915
"Monocytes_PB210",5.98624497342916e-06,0.641135405372989,0.10332211872586,0.255536489656178
"B cells_PB211",2.56344102519249e-08,0.247605269973912,0.082342650218105,0.670052054173573
"B cells_PB212",-1.31317040296571e-19,0.192796902558378,0.0414565591625986,0.765746538279024
"B cells_PB213",-9.78838421794013e-20,0.18504687047005,0.0532501352432813,0.761702994286669
"T cells_PB214",0.0312510312822941,0.399170614275955,0.312916474076321,0.25666188036543
"T cells_PB215",0.00521959315490361,0.710282586585668,0.171304930615915,0.113192889643513
"B cells_PB216",-2.4329398394959e-19,0.488103135987299,0.113984332661674,0.397912531351027
"NK cells_PB217",0.247579102411203,0.405413546081694,0.170091903849401,0.176915447657703
"T cells_PB218",8.78401322966248e-06,0.607951566822192,0.154724544017264,0.237315105147315
"T cells_PB219",1.69880924651665e-05,0.625592680158274,0.234520861156608,0.139869470592653
"NK cells_PB220",0.58860347517519,0.305978471819515,0.0724589505097205,0.0329591024955741
"Monocytes_PB221",3.51771554721871e-05,0.473255654781039,0.347261058141092,0.179448109922397
"NK cells_PB222",0.377436867731723,0.433066155669719,0.0896843242707784,0.0998126523277797
"T cells_PB223",0.0225143188528283,0.372692902115812,0.357492710388557,0.247300068642802
"B cells_PB224",2.84920062444922e-09,0.424963921862456,0.0969704841403264,0.478065591148017
"B cells_PB225",2.06513187114725e-06,0.366157715300958,0.179780349427865,0.454059870139307
"NK cells_PB226",0.150426971925615,0.477304902954531,0.154687459869345,0.217580665250509
"T cells_PB227",2.296715920451e-06,0.815345295931038,0.0593455331170923,0.125306874235949
"NK cells_PB228",0.29647072502262,0.428517765797563,0.14657565774477,0.128435851435047
"NK cells_PB229",0.717262200760392,0.203242650011731,0.0468532051542029,0.0326419440736744
"T cells_PB230",3.61679523018319e-05,0.673498518691651,0.238079598355331,0.0883857150007157
"T cells_PB231",2.56329727088745e-05,0.719155645015739,0.123309946672661,0.157508775338891
"B cells_PB232",-2.39155790084086e-19,0.300000188877086,0.0787158804359174,0.621283930686996
"Monocytes_PB233",8.16445691329014e-07,0.477308481984663,0.26022231472505,0.262468386844596
"NK cells_PB234",0.399178182591804,0.4023734183499,0.143206647094552,0.0552417519637444
"NK cells_PB235",0.157167608846485,0.450889265438883,0.198817365445735,0.193125760268897
"Monocytes_PB236",3.62884265861388e-07,0.366468025178289,0.439119961458644,0.194411650478801
"Monocytes_PB237",0.0164697980286518,0.527956658588122,0.172488664993064,0.283084878390162
"B cells_PB238",9.82399305250506e-07,0.506614945109953,0.224994013349072,0.26839005914167
"T cells_PB239",6.5179852748258e-07,0.615492923448536,0.189545163785822,0.194961260967114
"T cells_PB240",0.00246550868477645,0.465173210294793,0.343573898241967,0.188787382778464
"NK cells_PB241",0.631139052183597,0.302274336288329,0.0439726815485975,0.0226139299794772
"T cells_PB242",5.79144149919293e-07,0.800869498006589,0.103206106935829,0.0959238159134326
"T cells_PB243",1.85550376866043e-06,0.81377928972465,0.0832835486686907,0.102935306102891
"Monocytes_PB244",0.000318381539879872,0.496693786990264,0.217235894204042,0.285751937265814
"NK cells_PB245",0.0469119285357777,0.579249731667913,0.255847593396916,0.117990746399393
"B cells_PB246",1.91615991965949e-20,0.08676419846314,0.0203331357027649,0.892902665834095
"NK cells_PB247",0.343290722519685,0.416576784884532,0.176547567847325,0.0635849247484578
"NK cells_PB248",0.62809729487319,0.326328517752207,0.0293381109798817,0.0162360763947208
"B cells_PB249",-1.8772855727388e-20,0.120994088703237,0.0230623062866813,0.855943605010082
"B cells_PB250",1.76292769286445e-19,0.148707544284118,0.0185610272461967,0.832731428469685
